Name,Mid1,Mid2,EndSem,Attendance,FinancialCondition,MaritalStatus,FatherQualification,MotherQualification,MotherJobRole,FatherJobRole,Stream,CourseName,Dropout_Risk,RiskLevel
Varun Gupta,74,53,42,91,Low,Married,Postgraduate,Graduate,Engineer,Laborer,Electrical,B.Tech,0.45,Medium
Reyansh Rao,30,24,62,38,Low,Single,Graduate,Primary,Clerk,Engineer,CSE,M.Tech,1.0,High
Prisha Iyer,74,83,80,93,High,Single,Graduate,Graduate,Farmer,Manager,CSE,BA,0.1,Low
Akash Kapoor,20,85,37,62,Low,Single,Secondary,No formal education,Clerk,Clerk,Biotech,B.Tech,0.6000000000000001,Medium
Shreya Bose,65,78,93,52,Low,Single,Primary,Graduate,Farmer,Laborer,IT,M.Tech,0.45,Medium
Riya Agarwal,69,40,22,40,Medium,Single,Postgraduate,Secondary,Teacher,Farmer,Civil,M.Tech,0.7000000000000001,High
Saanvi Kumar,71,27,91,83,High,Married,No formal education,No formal education,Engineer,Unemployed,CSE,M.Tech,0.1,Low
Shreya Das,50,99,23,53,High,Married,Graduate,Graduate,Laborer,Clerk,CSE,MBA,0.4,Low
Shreya Chopra,73,49,46,57,High,Married,No formal education,Graduate,Laborer,Laborer,Biotech,BA,0.4,Low
Kiara Yadav,74,21,63,75,Low,Single,No formal education,Secondary,Unemployed,Unemployed,Electrical,B.Sc,0.45,Medium
Shreya Sharma,25,73,100,53,Medium,Single,Postgraduate,Postgraduate,Business,Unemployed,Mechanical,BA,0.35,Low
Akash Mishra,57,59,29,66,Low,Single,Secondary,Primary,Farmer,Laborer,Civil,B.Tech,0.45,Medium
Saanvi Reddy,67,21,43,35,Medium,Married,No formal education,Postgraduate,Farmer,Farmer,Biotech,B.Com,0.7000000000000001,High
Kiara Iyer,98,88,46,82,Medium,Married,Postgraduate,No formal education,Teacher,Clerk,IT,B.Tech,0.2,Low
Amit Bose,77,76,55,41,Low,Married,Graduate,Graduate,Business,Business,CSE,M.Tech,0.65,Medium
Siddharth Iyer,25,55,44,93,Medium,Single,No formal education,Secondary,Business,Manager,Biotech,M.Tech,0.35,Low
Amit Kumar,36,42,99,71,Low,Single,Postgraduate,Graduate,Clerk,Unemployed,Electrical,B.Tech,0.45,Medium
Shreya Patel,47,74,83,67,High,Married,Graduate,Secondary,Manager,Laborer,Mechanical,B.Sc,0.1,Low
Karan Das,61,29,60,61,Medium,Married,Secondary,Primary,Manager,Teacher,CSE,MBA,0.5,Medium
Suresh Bose,33,41,27,88,High,Single,No formal education,Primary,Farmer,Manager,IT,B.Tech,0.45,Medium
Swati Rao,34,20,51,48,Low,Single,Primary,Secondary,Laborer,Farmer,CSE,MBA,1.0,High
Ishaan Mishra,98,23,93,89,Medium,Married,Postgraduate,Postgraduate,Farmer,Business,Civil,BA,0.2,Low
Sai Iyer,30,92,22,93,Medium,Married,Secondary,Secondary,Engineer,Unemployed,ECE,MBA,0.35,Low
Vikas Patel,56,71,29,85,High,Single,Primary,Primary,Manager,Manager,ECE,BA,0.25,Low
Pari Sharma,33,22,63,64,High,Single,Primary,Graduate,Teacher,Unemployed,Electrical,M.Tech,0.6000000000000001,Medium
Ishaan Yadav,58,72,65,72,High,Single,No formal education,Postgraduate,Laborer,Business,Electrical,MBA,0.1,Low
Ananya Rao,71,52,99,57,Low,Married,Secondary,Secondary,Farmer,Clerk,Electrical,B.Tech,0.45,Medium
Akash Kumar,42,49,89,67,High,Married,Graduate,No formal education,Engineer,Engineer,Mechanical,B.Sc,0.1,Low
Swati Patel,48,76,49,78,High,Single,Postgraduate,No formal education,Manager,Business,Mechanical,B.Sc,0.25,Low
Akash Malhotra,79,97,59,86,Medium,Single,No formal education,Postgraduate,Engineer,Clerk,ECE,M.Tech,0.2,Low
Prisha Malhotra,93,22,21,50,Medium,Single,Graduate,Postgraduate,Teacher,Business,IT,B.Sc,0.5,Medium
Pooja Kumar,57,71,30,70,Low,Single,No formal education,Graduate,Laborer,Manager,Biotech,B.Tech,0.45,Medium
Anjali Nair,86,97,72,35,Low,Single,Graduate,Graduate,Manager,Business,Electrical,M.Tech,0.65,Medium
Akash Mishra,40,59,36,77,Medium,Married,Postgraduate,Primary,Business,Clerk,Mechanical,M.Tech,0.35,Low
Amit Menon,25,100,58,67,High,Married,No formal education,Primary,Clerk,Laborer,Electrical,B.Sc,0.1,Low
Varun Bose,52,68,69,32,High,Single,Secondary,Secondary,Unemployed,Laborer,ECE,MBA,0.45,Medium
Rakesh Chopra,71,62,48,53,High,Single,No formal education,Secondary,Unemployed,Clerk,Civil,B.Tech,0.25,Low
Pooja Reddy,79,96,33,35,Medium,Married,Postgraduate,Graduate,Farmer,Unemployed,Mechanical,B.Tech,0.55,Medium
Riya Patel,85,48,50,65,Medium,Single,Primary,Postgraduate,Engineer,Teacher,Mechanical,B.Com,0.2,Low
Neha Iyer,31,85,46,55,Medium,Single,Secondary,Graduate,Teacher,Engineer,Mechanical,B.Tech,0.5,Medium
Myra Singh,78,59,48,97,Low,Single,Primary,Postgraduate,Unemployed,Business,Biotech,M.Tech,0.3,Low
Aditya Bose,27,76,85,84,Medium,Married,Secondary,Secondary,Unemployed,Unemployed,IT,B.Com,0.2,Low
Vikas Reddy,44,60,81,79,High,Single,Primary,Graduate,Clerk,Manager,ECE,BA,0.1,Low
Anjali Malhotra,28,54,43,62,Medium,Married,No formal education,Secondary,Laborer,Farmer,Biotech,B.Sc,0.5,Medium
Suresh Iyer,39,98,60,85,Medium,Single,Secondary,Postgraduate,Engineer,Teacher,Biotech,B.Sc,0.2,Low
Krishna Patel,73,58,89,73,Low,Married,Postgraduate,Primary,Business,Manager,Biotech,BA,0.3,Low
Pooja Kapoor,80,45,27,79,Low,Married,Graduate,No formal education,Manager,Farmer,Biotech,B.Com,0.45,Medium
Rakesh Kumar,31,96,68,69,Low,Single,No formal education,Postgraduate,Business,Teacher,Civil,M.Tech,0.3,Low
Prisha Singh,85,45,62,84,Low,Married,Postgraduate,Primary,Manager,Manager,Civil,BA,0.3,Low
Vihaan Das,62,53,20,47,Low,Married,Graduate,No formal education,Business,Engineer,CSE,B.Sc,0.8,High
Vihaan Gupta,77,54,20,46,High,Single,Graduate,Secondary,Business,Laborer,ECE,MBA,0.6000000000000001,Medium
Krishna Verma,48,68,81,76,Medium,Single,Graduate,Secondary,Business,Engineer,Biotech,B.Com,0.2,Low
Meera Reddy,21,49,59,95,High,Single,Postgraduate,Graduate,Business,Business,Mechanical,B.Sc,0.25,Low
Manish Mehta,71,58,100,51,Low,Single,Postgraduate,Secondary,Unemployed,Manager,Mechanical,B.Com,0.45,Medium
Vikas Malhotra,53,83,70,75,High,Single,Postgraduate,No formal education,Manager,Farmer,Civil,M.Tech,0.1,Low
Rakesh Malhotra,97,41,77,37,Medium,Single,Postgraduate,Postgraduate,Teacher,Business,IT,MBA,0.55,Medium
Rakesh Rao,77,28,65,96,Low,Married,Secondary,Primary,Teacher,Unemployed,IT,MBA,0.45,Medium
Ananya Nair,99,79,50,100,Medium,Married,Secondary,Primary,Unemployed,Engineer,ECE,MBA,0.2,Low
Kritika Yadav,53,88,20,68,High,Married,Postgraduate,Postgraduate,Unemployed,Laborer,Electrical,M.Tech,0.25,Low
Aadhya Mehta,77,71,45,62,High,Single,Graduate,Primary,Manager,Engineer,IT,BA,0.25,Low
Diya Menon,33,34,64,87,High,Married,Primary,Graduate,Business,Farmer,Civil,B.Tech,0.25,Low
Aadhya Rao,71,40,28,92,Low,Married,Graduate,No formal education,Manager,Clerk,ECE,B.Tech,0.45,Medium
Pari Patel,57,22,47,39,High,Single,Graduate,Graduate,Farmer,Laborer,Civil,B.Sc,0.6000000000000001,Medium
Anjali Das,59,70,99,99,High,Married,Graduate,Graduate,Farmer,Teacher,Electrical,B.Sc,0.1,Low
Sakshi Mehta,43,59,79,53,Low,Married,Graduate,Graduate,Manager,Laborer,CSE,M.Tech,0.45,Medium
Kiara Kumar,78,33,70,86,Low,Married,Postgraduate,Postgraduate,Manager,Business,Electrical,B.Sc,0.3,Low
Rakesh Bose,62,78,88,77,High,Single,Primary,Secondary,Unemployed,Teacher,CSE,MBA,0.1,Low
Kritika Patel,44,57,28,58,Medium,Single,Secondary,Secondary,Teacher,Engineer,Mechanical,BA,0.5,Medium
Ishaan Verma,32,28,64,70,High,Single,Primary,No formal education,Business,Farmer,CSE,BA,0.25,Low
Aditya Das,31,97,20,87,Low,Married,Graduate,Graduate,Clerk,Laborer,IT,B.Tech,0.45,Medium
Neha Agarwal,46,32,70,68,Medium,Single,Postgraduate,Primary,Laborer,Clerk,Mechanical,B.Sc,0.35,Low
Priya Nair,64,61,21,58,Medium,Single,Primary,Primary,Unemployed,Farmer,CSE,B.Sc,0.5,Medium
Ananya Das,63,58,71,87,Medium,Single,Secondary,Postgraduate,Manager,Business,Civil,B.Tech,0.2,Low
Amit Reddy,49,32,81,30,Medium,Married,Postgraduate,Primary,Clerk,Business,ECE,B.Tech,0.7000000000000001,High
Varun Das,28,54,47,72,Medium,Married,Graduate,Primary,Manager,Laborer,Electrical,MBA,0.35,Low
Meera Patel,85,49,75,94,Medium,Single,Graduate,Secondary,Engineer,Engineer,Electrical,MBA,0.2,Low
Kiara Nair,34,23,71,54,Low,Married,Graduate,Primary,Unemployed,Teacher,Civil,M.Tech,0.6000000000000001,Medium
Aarav Patel,22,55,37,67,Low,Single,No formal education,No formal education,Engineer,Teacher,Civil,B.Com,0.65,Medium
Ananya Malhotra,47,100,63,36,Medium,Married,Postgraduate,Primary,Clerk,Unemployed,Electrical,BA,0.55,Medium
Riya Kumar,37,35,32,47,Low,Single,Postgraduate,Primary,Unemployed,Clerk,CSE,B.Com,1.0,High
Meera Singh,20,67,99,74,Medium,Married,Graduate,No formal education,Unemployed,Laborer,Biotech,M.Tech,0.2,Low
Siddharth Chopra,69,85,24,60,Low,Married,No formal education,No formal education,Engineer,Business,IT,BA,0.6000000000000001,Medium
Sai Menon,86,22,30,55,Low,Married,Primary,Primary,Unemployed,Laborer,Mechanical,BA,0.6000000000000001,Medium
Saanvi Menon,53,45,43,43,High,Single,No formal education,Secondary,Business,Engineer,Electrical,M.Tech,0.6000000000000001,Medium
Vivaan Rao,99,36,93,40,High,Married,Postgraduate,No formal education,Unemployed,Laborer,Electrical,B.Tech,0.45,Medium
Reyansh Iyer,50,68,57,38,Medium,Married,Secondary,Postgraduate,Unemployed,Teacher,IT,B.Com,0.7000000000000001,High
Aditya Sharma,93,58,89,56,Medium,Single,Postgraduate,No formal education,Laborer,Farmer,IT,MBA,0.35,Low
Vikas Menon,21,33,30,73,High,Single,Graduate,No formal education,Engineer,Laborer,ECE,MBA,0.45,Medium
Siddharth Mehta,58,66,100,55,High,Married,Postgraduate,Graduate,Teacher,Clerk,CSE,B.Tech,0.25,Low
Shreya Kapoor,94,72,24,44,Medium,Single,Secondary,Primary,Business,Unemployed,ECE,B.Sc,0.55,Medium
Pari Verma,64,75,42,69,High,Single,Secondary,Postgraduate,Unemployed,Manager,Mechanical,BA,0.1,Low
Aditya Singh,55,90,62,71,Medium,Single,Graduate,Postgraduate,Teacher,Clerk,Biotech,B.Com,0.2,Low
Rahul Iyer,24,62,77,67,Low,Single,Postgraduate,Primary,Clerk,Business,Electrical,B.Tech,0.45,Medium
Neha Mishra,100,20,50,95,High,Single,Graduate,Graduate,Manager,Manager,Biotech,B.Tech,0.25,Low
Akash Agarwal,99,66,39,39,High,Married,Postgraduate,Graduate,Engineer,Unemployed,Biotech,B.Sc,0.45,Medium
Karan Malhotra,97,53,38,31,Low,Single,Secondary,Postgraduate,Manager,Business,Electrical,B.Sc,0.65,Medium
Diya Gupta,97,89,25,54,Medium,Single,Primary,Graduate,Clerk,Manager,IT,B.Tech,0.35,Low
Rohan Gupta,39,26,67,100,High,Married,Postgraduate,Secondary,Clerk,Business,Biotech,B.Tech,0.25,Low
Vihaan Sharma,78,52,86,88,High,Single,Primary,Secondary,Business,Unemployed,Biotech,M.Tech,0.1,Low
Manish Iyer,35,55,21,70,Low,Single,Postgraduate,No formal education,Laborer,Clerk,CSE,BA,0.65,Medium
Priya Rao,24,20,24,65,High,Married,Secondary,No formal education,Clerk,Teacher,Biotech,B.Com,0.45,Medium
Suresh Chopra,84,33,21,66,High,Married,Primary,Secondary,Clerk,Business,Biotech,MBA,0.25,Low
Krishna Chopra,69,38,61,76,Medium,Single,Secondary,Secondary,Teacher,Farmer,Biotech,M.Tech,0.35,Low
Saanvi Gupta,92,89,77,37,Low,Single,Postgraduate,Primary,Farmer,Teacher,Mechanical,B.Sc,0.65,Medium
Vihaan Patel,95,52,33,93,Medium,Single,No formal education,No formal education,Clerk,Engineer,ECE,B.Com,0.2,Low
Kritika Sharma,24,96,71,73,Low,Married,No formal education,Primary,Laborer,Farmer,IT,BA,0.3,Low
Aadhya Chopra,92,58,86,41,High,Single,No formal education,No formal education,Teacher,Farmer,Biotech,B.Sc,0.45,Medium
Rohan Sharma,48,22,35,83,Medium,Married,Secondary,Secondary,Manager,Laborer,ECE,B.Sc,0.55,Medium
Manish Agarwal,48,90,44,79,High,Married,No formal education,Secondary,Engineer,Clerk,Mechanical,BA,0.1,Low
Amit Mehta,41,42,84,32,High,Married,Secondary,Postgraduate,Business,Unemployed,ECE,MBA,0.6000000000000001,Medium
Arjun Rao,93,21,63,77,Low,Married,Primary,Postgraduate,Laborer,Farmer,Electrical,B.Sc,0.45,Medium
Vivaan Singh,70,39,62,87,Medium,Single,No formal education,No formal education,Teacher,Manager,Civil,B.Com,0.35,Low
Vikas Das,35,26,67,40,Medium,Married,Postgraduate,Postgraduate,Business,Farmer,Mechanical,B.Com,0.7000000000000001,High
Sakshi Rao,31,90,59,75,High,Married,Primary,Postgraduate,Engineer,Laborer,ECE,M.Tech,0.1,Low
Vivaan Agarwal,60,37,37,42,Medium,Single,Primary,Postgraduate,Teacher,Engineer,Mechanical,MBA,0.7000000000000001,High
Krishna Rao,81,41,92,98,Low,Single,No formal education,Primary,Manager,Farmer,ECE,BA,0.3,Low
Priya Menon,60,33,51,63,Low,Single,Secondary,Secondary,Farmer,Manager,ECE,B.Tech,0.6000000000000001,Medium
Rohan Reddy,57,66,68,47,High,Married,Primary,No formal education,Unemployed,Clerk,ECE,B.Com,0.45,Medium
Sai Das,28,48,22,31,Low,Single,Primary,No formal education,Laborer,Engineer,Mechanical,B.Com,1.0,High
Neha Reddy,43,30,56,61,Medium,Married,Postgraduate,No formal education,Business,Business,Biotech,MBA,0.5,Medium
Rohan Yadav,37,37,81,90,Low,Single,Graduate,No formal education,Manager,Engineer,Civil,MBA,0.45,Medium
Aditya Singh,80,98,94,96,Medium,Single,Secondary,Graduate,Engineer,Laborer,CSE,B.Tech,0.2,Low
Manish Kapoor,47,64,21,87,High,Married,Secondary,Postgraduate,Manager,Laborer,ECE,M.Tech,0.25,Low
Kritika Yadav,77,71,44,57,High,Married,Postgraduate,No formal education,Manager,Unemployed,CSE,B.Tech,0.25,Low
Akash Iyer,98,56,83,70,Low,Married,Primary,Primary,Farmer,Unemployed,CSE,B.Sc,0.3,Low
Swati Malhotra,81,21,56,48,Low,Married,Postgraduate,Primary,Teacher,Clerk,ECE,MBA,0.8,High
Riya Sharma,30,58,49,57,Low,Married,No formal education,Graduate,Manager,Laborer,Mechanical,M.Tech,0.6000000000000001,Medium
Reyansh Das,59,72,94,92,Low,Married,No formal education,No formal education,Farmer,Business,IT,B.Tech,0.3,Low
Rakesh Iyer,35,67,83,99,Medium,Single,Primary,Postgraduate,Clerk,Unemployed,Civil,B.Tech,0.2,Low
Riya Reddy,61,67,86,81,Low,Single,Graduate,Secondary,Clerk,Teacher,Civil,B.Sc,0.3,Low
Myra Das,58,63,85,98,High,Married,Graduate,Postgraduate,Manager,Clerk,CSE,B.Com,0.1,Low
Rakesh Mehta,79,90,83,74,Low,Single,Secondary,Graduate,Farmer,Farmer,IT,BA,0.3,Low
Ananya Gupta,87,53,100,69,Medium,Single,No formal education,Primary,Engineer,Manager,IT,MBA,0.2,Low
Aditya Agarwal,97,52,41,65,Medium,Single,Graduate,Postgraduate,Laborer,Clerk,Civil,BA,0.2,Low
Manish Patel,26,56,59,98,Medium,Married,No formal education,No formal education,Laborer,Farmer,CSE,MBA,0.35,Low
Vivaan Gupta,41,82,76,58,Medium,Married,Graduate,Secondary,Manager,Laborer,Electrical,M.Tech,0.35,Low
Reyansh Yadav,57,67,36,89,Low,Single,No formal education,Postgraduate,Business,Farmer,Civil,BA,0.45,Medium
Vivaan Iyer,61,56,35,57,Medium,Married,Secondary,Secondary,Manager,Manager,Biotech,B.Tech,0.5,Medium
Vivaan Bose,78,96,27,90,Medium,Single,Secondary,Secondary,Clerk,Business,CSE,B.Tech,0.2,Low
Manish Yadav,29,82,45,43,Medium,Single,Primary,Graduate,Business,Teacher,Electrical,B.Sc,0.7000000000000001,High
Swati Bose,33,43,93,100,Medium,Married,Graduate,Primary,Unemployed,Engineer,Mechanical,B.Com,0.35,Low
Anika Rao,63,100,40,71,Low,Married,Graduate,Secondary,Laborer,Business,Mechanical,B.Sc,0.3,Low
Shreya Kumar,71,59,39,64,Low,Married,Secondary,Primary,Teacher,Teacher,CSE,B.Sc,0.6000000000000001,Medium
Prisha Mishra,36,26,55,39,Low,Married,Secondary,Postgraduate,Unemployed,Laborer,Civil,B.Sc,1.0,High
Shreya Patel,68,63,40,37,High,Single,Secondary,Postgraduate,Laborer,Manager,CSE,MBA,0.6000000000000001,Medium
Saanvi Menon,72,77,49,86,Low,Married,No formal education,No formal education,Teacher,Clerk,CSE,M.Tech,0.3,Low
Aarav Agarwal,93,63,69,54,Low,Single,Secondary,No formal education,Business,Laborer,CSE,BA,0.45,Medium
Rohan Singh,92,69,100,44,High,Married,Postgraduate,Postgraduate,Engineer,Engineer,Biotech,B.Com,0.45,Medium
Suresh Chopra,36,47,70,62,High,Married,No formal education,No formal education,Unemployed,Unemployed,IT,M.Tech,0.4,Low
Aarav Nair,41,24,88,78,Medium,Married,No formal education,Secondary,Laborer,Unemployed,ECE,B.Sc,0.35,Low
Anjali Chopra,43,32,66,45,High,Married,Secondary,No formal education,Manager,Laborer,Electrical,B.Sc,0.6000000000000001,Medium
Aadhya Chopra,93,72,23,73,High,Married,Secondary,Primary,Engineer,Farmer,Biotech,B.Sc,0.1,Low
Kiara Chopra,54,42,42,34,Medium,Single,Secondary,Primary,Unemployed,Farmer,Civil,BA,0.7000000000000001,High
Krishna Nair,41,41,38,89,Medium,Married,Postgraduate,Postgraduate,Laborer,Clerk,Civil,B.Com,0.35,Low
Varun Menon,41,89,70,34,Low,Married,Graduate,Graduate,Clerk,Manager,Electrical,MBA,0.65,Medium
Vikas Menon,27,35,33,38,Low,Single,Secondary,Primary,Clerk,Teacher,Electrical,B.Sc,1.0,High
Sai Malhotra,66,41,38,56,Medium,Married,Secondary,No formal education,Engineer,Engineer,IT,MBA,0.5,Medium
Akash Mehta,23,70,50,53,Medium,Married,Postgraduate,Postgraduate,Engineer,Laborer,Civil,B.Tech,0.5,Medium
Sai Yadav,55,34,41,83,Low,Married,Secondary,Secondary,Teacher,Engineer,Civil,MBA,0.45,Medium
Ananya Yadav,51,45,95,90,Low,Single,No formal education,Secondary,Farmer,Laborer,Biotech,BA,0.3,Low
Meera Mehta,98,24,59,90,High,Married,No formal education,No formal education,Laborer,Teacher,Biotech,M.Tech,0.1,Low
Priya Iyer,66,53,57,40,High,Single,Secondary,Primary,Manager,Manager,IT,B.Tech,0.6000000000000001,Medium
Aarav Reddy,41,99,73,88,Low,Married,No formal education,Primary,Laborer,Business,IT,B.Sc,0.3,Low
Meera Rao,50,77,43,65,Medium,Married,Secondary,Graduate,Engineer,Unemployed,Electrical,B.Com,0.35,Low
Manish Patel,31,30,94,34,Medium,Married,Graduate,Primary,Teacher,Teacher,Biotech,BA,0.7000000000000001,High
Aditya Kumar,82,97,29,44,Low,Married,Postgraduate,Secondary,Teacher,Farmer,Mechanical,MBA,0.65,Medium
Ishaan Reddy,41,78,42,39,Medium,Married,Primary,Primary,Teacher,Teacher,Mechanical,B.Sc,0.7000000000000001,High
Akash Kapoor,89,52,29,100,Medium,Married,Graduate,Graduate,Manager,Farmer,Civil,B.Com,0.35,Low
Kritika Sharma,82,40,40,63,Medium,Single,Graduate,Graduate,Manager,Unemployed,Electrical,MBA,0.5,Medium
Shreya Nair,47,50,56,36,High,Single,Primary,Graduate,Laborer,Clerk,IT,M.Tech,0.6000000000000001,Medium
Rohan Menon,34,65,93,53,Medium,Married,Postgraduate,Graduate,Unemployed,Laborer,Electrical,B.Tech,0.35,Low
Neha Verma,81,95,67,83,Medium,Single,No formal education,No formal education,Teacher,Unemployed,IT,B.Sc,0.2,Low
Karan Patel,82,66,21,55,High,Married,No formal education,Secondary,Unemployed,Manager,Electrical,B.Sc,0.4,Low
Krishna Malhotra,91,24,50,58,Medium,Single,Secondary,Primary,Clerk,Farmer,IT,BA,0.5,Medium
Myra Mishra,56,77,42,93,High,Single,Postgraduate,Primary,Laborer,Teacher,Biotech,M.Tech,0.25,Low
Riya Kumar,84,99,55,71,Medium,Single,Graduate,Graduate,Clerk,Teacher,Biotech,M.Tech,0.2,Low
Vihaan Malhotra,51,70,93,95,Low,Single,Secondary,No formal education,Teacher,Manager,IT,MBA,0.3,Low
Vivaan Singh,30,98,64,94,Low,Married,No formal education,Postgraduate,Unemployed,Unemployed,Electrical,MBA,0.3,Low
Karan Mishra,91,27,53,32,High,Single,Primary,Graduate,Manager,Teacher,ECE,B.Com,0.6000000000000001,Medium
Sai Menon,58,62,36,53,Medium,Married,Postgraduate,Secondary,Laborer,Teacher,Civil,B.Sc,0.5,Medium
Neha Mehta,37,81,42,53,Low,Single,Secondary,Secondary,Teacher,Clerk,Mechanical,B.Tech,0.6000000000000001,Medium
Swati Patel,32,70,99,54,Low,Married,Secondary,Secondary,Farmer,Farmer,Biotech,M.Tech,0.45,Medium
Swati Yadav,70,63,28,84,Low,Married,Primary,Secondary,Farmer,Business,ECE,B.Sc,0.45,Medium
Aarav Singh,94,74,74,30,High,Married,Graduate,Secondary,Laborer,Teacher,Civil,M.Tech,0.45,Medium
Ishaan Verma,59,81,28,41,High,Single,Primary,Primary,Manager,Unemployed,ECE,B.Sc,0.6000000000000001,Medium
Sai Agarwal,93,35,94,41,High,Married,Graduate,Secondary,Unemployed,Business,IT,BA,0.45,Medium
Varun Bose,47,75,94,95,Medium,Single,Graduate,Graduate,Business,Laborer,Mechanical,MBA,0.2,Low
Vihaan Iyer,99,94,29,78,Medium,Married,Graduate,No formal education,Teacher,Teacher,ECE,BA,0.2,Low
Ananya Rao,55,59,93,74,High,Single,Secondary,Primary,Unemployed,Manager,Biotech,B.Com,0.1,Low
Myra Reddy,45,52,39,67,High,Single,Graduate,Primary,Clerk,Laborer,CSE,BA,0.25,Low
Sai Agarwal,79,80,54,64,Low,Single,Primary,No formal education,Engineer,Teacher,ECE,M.Tech,0.45,Medium
Suresh Menon,33,95,81,54,High,Single,Postgraduate,No formal education,Engineer,Clerk,Civil,B.Sc,0.25,Low
Siddharth Das,33,78,61,42,Low,Single,Postgraduate,Secondary,Business,Clerk,CSE,MBA,0.8,High
Pooja Mehta,46,50,41,90,Low,Single,Secondary,Secondary,Business,Clerk,CSE,B.Sc,0.45,Medium
Diya Singh,60,74,45,67,Low,Single,Graduate,No formal education,Laborer,Farmer,ECE,B.Sc,0.45,Medium
Reyansh Mehta,64,53,77,40,High,Married,Secondary,Primary,Teacher,Clerk,Mechanical,B.Com,0.45,Medium
Kritika Menon,33,82,72,99,High,Single,Primary,No formal education,Teacher,Laborer,Electrical,M.Tech,0.1,Low
Karan Sharma,95,52,63,100,High,Single,Primary,Postgraduate,Business,Engineer,Civil,B.Tech,0.1,Low
Ira Mishra,91,73,93,42,High,Single,Graduate,Primary,Engineer,Business,Electrical,MBA,0.45,Medium
Kiara Reddy,45,33,58,71,Low,Married,Secondary,No formal education,Clerk,Clerk,Electrical,BA,0.45,Medium
Vihaan Reddy,34,48,73,89,High,Married,Graduate,No formal education,Farmer,Laborer,Civil,B.Tech,0.25,Low
Anjali Iyer,60,54,50,58,Medium,Single,Graduate,Primary,Manager,Laborer,CSE,B.Sc,0.5,Medium
Meera Malhotra,83,53,81,30,Medium,Married,Primary,No formal education,Farmer,Teacher,Civil,MBA,0.55,Medium
Diya Mehta,96,58,20,79,High,Married,Primary,Postgraduate,Manager,Laborer,ECE,B.Tech,0.25,Low
Diya Singh,54,31,90,85,Low,Single,No formal education,Postgraduate,Laborer,Farmer,Civil,MBA,0.45,Medium
Meera Mehta,100,77,60,79,High,Married,Graduate,Secondary,Farmer,Unemployed,Electrical,B.Sc,0.1,Low
Saanvi Singh,66,64,51,45,Medium,Married,Secondary,No formal education,Laborer,Engineer,IT,B.Tech,0.55,Medium
Anika Sharma,75,34,57,59,High,Married,No formal education,Primary,Teacher,Manager,IT,BA,0.4,Low
Akash Das,81,63,56,74,Medium,Married,Postgraduate,No formal education,Farmer,Engineer,Mechanical,B.Sc,0.2,Low
Sai Iyer,65,27,98,75,Medium,Single,Graduate,No formal education,Business,Clerk,Biotech,B.Com,0.2,Low
